Age,Gender,Occupations,Blood group,Height,Weight,Education,Revenue,Choosed
73,female,chef,B,141,92,senior high,1,no
56,male,salesman,A,166,67,junior high,100,no
86,female,chef,O,187,50,primary,17,no
7,male,neet,AB,190,87,primary,310,no
70,third,neet,AB,162,99,master,2800,no
59,female,programmer,O,191,53,university,3300,no
29,female,chef,O,158,90,university,14,yes
38,male,singer,B,185,67,primary,740,no
64,female,teacher,O,177,61,doctor,91,no
64,female,chef,AB,149,36,primary,78,no
39,female,programmer,A,158,77,junior high,60,no
27,female,teacher,B,160,84,senior high,70,no
6,female,programmer,AB,155,96,senior high,320,no
49,male,chef,AB,168,42,university,82,yes
73,male,chef,O,195,59,primary,80,no
69,male,teacher,B,162,49,university,8300,no
66,third,teacher,B,195,59,doctor,940,no
64,male,teacher,AB,167,38,doctor,9700,no
65,male,chef,AB,148,99,doctor,2100,no
56,third,singer,O,161,53,doctor,700,no
80,female,salesman,A,149,67,university,460,no
25,male,neet,O,140,72,doctor,83,yes
66,male,teacher,A,175,70,master,1300,no
54,male,chef,A,177,47,master,2400,no
55,third,teacher,O,143,79,university,5600,no
7,male,teacher,B,177,88,senior high,2000,no
25,female,neet,A,183,96,university,650,no
16,male,singer,O,195,68,doctor,21,yes
8,female,student,O,176,87,senior high,54,no
97,female,student,B,188,48,senior high,88,no
93,male,scientest,A,186,61,master,840,no
96,third,salesman,O,197,75,master,250,no
88,female,neet,AB,151,42,junior high,390,no
1,female,student,B,187,43,primary,91,no
35,female,singer,B,140,47,university,33,no
78,female,singer,AB,141,52,primary,1800,no
30,female,neet,B,175,37,university,300,no
24,third,teacher,B,149,60,primary,50,no
59,third,student,B,153,90,primary,200,no
61,female,teacher,B,163,76,doctor,1600,no
83,male,salesman,A,176,86,junior high,820,no
62,female,scientest,B,193,65,senior high,380,no
74,female,programmer,AB,172,72,senior high,22,no
47,female,chef,B,145,90,junior high,5800,yes
42,third,chef,O,184,57,senior high,870,yes
72,female,singer,AB,155,57,doctor,35,no
38,female,engineer,O,166,50,master,6400,yes
53,third,chef,A,146,99,master,400,no
64,female,teacher,AB,169,62,junior high,940,no
13,male,singer,B,157,51,primary,1900,no
22,male,chef,B,160,71,master,750,yes
8,third,teacher,O,154,40,doctor,27,no
51,third,neet,B,175,40,senior high,28,no
90,third,student,O,195,52,junior high,8700,no
60,third,student,A,180,76,doctor,7500,no
3,female,teacher,B,192,95,master,3200,no
85,female,chef,B,162,52,doctor,7600,no
72,female,singer,A,151,65,junior high,6400,no
67,third,salesman,B,171,93,master,9300,no
24,male,chef,A,186,51,master,360,yes
91,male,engineer,AB,155,70,senior high,97,no
95,male,teacher,AB,181,73,junior high,350,no
54,male,programmer,O,180,78,university,59,no
60,third,student,B,190,87,senior high,420,no
15,male,salesman,O,172,52,senior high,59,no
15,third,programmer,AB,147,39,master,3200,no
50,third,neet,AB,157,57,master,28,no
7,male,neet,A,170,48,university,7600,no
61,female,chef,O,171,96,university,390,no
19,male,chef,AB,148,91,junior high,1600,yes
50,third,teacher,B,159,40,master,55,no
27,third,student,O,146,39,doctor,62,yes
79,third,teacher,AB,148,58,senior high,210,no
39,third,salesman,A,162,83,junior high,390,no
9,female,salesman,AB,175,43,doctor,7200,no
94,male,programmer,AB,163,77,junior high,510,no
25,male,singer,A,172,46,junior high,15,no
24,female,scientest,O,150,78,master,400,yes
23,third,singer,O,142,82,senior high,220,yes
96,female,singer,O,151,62,doctor,17,no
74,male,student,A,160,87,master,6600,no
58,male,student,B,167,35,doctor,9100,no
68,male,chef,O,154,90,master,3400,no
94,third,salesman,A,171,60,doctor,68,no
41,third,student,B,180,37,junior high,1,no
13,female,scientest,B,172,52,doctor,710,no
27,female,scientest,AB,179,40,junior high,7600,no
69,male,teacher,AB,198,43,master,900,no
97,male,teacher,O,145,38,primary,32,no
59,female,singer,AB,173,66,master,350,no
57,male,chef,B,183,35,university,1600,no
86,male,teacher,A,161,36,master,1400,no
41,male,salesman,A,184,56,university,350,no
94,male,programmer,B,148,47,master,4900,no
90,female,salesman,A,162,87,doctor,130,no
78,male,singer,O,169,65,doctor,520,no
11,third,singer,B,177,62,master,580,no
41,third,programmer,A,199,60,senior high,5000,no
64,male,programmer,AB,179,73,doctor,49,no
85,third,singer,AB,195,77,university,1800,no
70,male,singer,AB,160,55,primary,6000,no
48,female,neet,AB,183,36,doctor,38,no
58,male,singer,AB,181,99,senior high,78,no
78,third,teacher,O,150,47,university,64,no
16,male,programmer,O,140,86,university,34,yes
72,female,engineer,B,147,56,senior high,52,no
25,male,chef,O,193,43,university,73,yes
52,female,engineer,B,171,47,university,38,no
53,third,programmer,AB,186,85,senior high,40,no
86,third,programmer,A,144,54,university,600,no
26,third,student,B,179,56,senior high,560,no
68,female,engineer,O,167,55,master,600,no
17,third,student,B,157,46,senior high,710,no
12,male,singer,A,151,52,master,45,no
59,female,student,A,149,74,junior high,3100,no
9,male,scientest,O,157,58,senior high,3900,no
20,third,salesman,AB,142,88,university,700,no
33,male,chef,B,160,48,junior high,18,yes
51,third,engineer,A,166,93,university,9800,no
97,female,salesman,B,196,97,senior high,7800,no
0,third,programmer,A,186,94,junior high,8600,no
0,third,chef,A,168,94,senior high,3400,no
95,third,scientest,A,194,48,university,310,no
24,third,scientest,O,187,67,senior high,52,yes
28,female,teacher,A,189,65,senior high,96,no
17,male,chef,A,143,49,junior high,77,no
81,male,teacher,AB,152,52,master,140,no
42,female,salesman,O,156,43,junior high,7400,no
19,female,scientest,O,144,43,master,390,yes
25,male,neet,A,149,92,university,4500,no
37,third,teacher,A,171,72,senior high,970,no
39,third,neet,B,161,71,master,73,no
44,male,student,B,145,78,doctor,840,no
65,female,singer,O,191,54,senior high,54,no
95,male,programmer,AB,178,85,primary,570,no
10,third,neet,O,196,71,master,22,no
13,female,salesman,A,173,53,doctor,680,no
79,female,student,O,179,49,primary,14,no
82,male,programmer,A,194,86,senior high,77,no
33,female,singer,A,141,80,junior high,36,no
65,male,teacher,B,195,72,primary,200,no
6,third,chef,O,188,99,primary,44,no
58,third,programmer,AB,188,79,university,98,no
58,male,programmer,O,184,79,primary,6800,no
35,female,chef,A,194,51,primary,72,yes
54,third,salesman,B,177,93,senior high,50,no
25,third,programmer,AB,147,62,university,140,no
30,male,engineer,AB,163,93,master,45,yes
58,third,teacher,A,151,85,senior high,7,no
1,third,neet,B,192,95,junior high,8300,no
25,female,singer,A,170,97,doctor,6500,no
78,female,engineer,O,165,36,senior high,5,no
40,female,chef,AB,172,88,junior high,410,yes
84,third,salesman,AB,176,36,master,6300,no
51,female,scientest,A,197,99,senior high,13,no
95,female,student,O,146,80,primary,720,no
91,male,student,A,197,40,university,75,no
70,female,chef,B,167,44,primary,39,no
42,male,student,A,175,59,junior high,8700,no
44,female,salesman,A,149,63,master,10000,no
15,female,salesman,O,148,44,primary,2400,yes
35,male,student,O,197,74,master,2900,yes
49,third,student,AB,171,83,university,460,no
29,male,salesman,O,144,77,senior high,110,yes
97,female,singer,A,173,47,junior high,20,no
22,third,student,B,169,61,primary,90,no
86,female,chef,A,175,64,senior high,74,no
67,male,chef,A,196,46,doctor,50,no
59,female,student,O,150,98,doctor,2100,no
6,female,engineer,B,182,75,junior high,400,no
52,third,neet,B,155,93,primary,26,no
83,third,neet,B,172,60,doctor,85,no
60,female,singer,AB,199,76,university,2,no
96,third,salesman,B,153,60,doctor,8,no
67,male,engineer,AB,158,40,master,4800,no
0,male,scientest,A,187,98,senior high,27,no
10,female,chef,B,189,84,primary,60,no
31,female,engineer,AB,174,84,primary,45,no
8,male,chef,AB,176,82,master,830,no
76,third,neet,O,193,93,senior high,12,no
96,third,engineer,A,191,38,doctor,7900,no
34,male,teacher,O,177,81,master,4200,yes
64,third,salesman,A,155,46,senior high,91,no
61,female,neet,B,192,35,master,15,no
4,third,salesman,A,164,79,primary,610,no
4,male,engineer,O,156,51,doctor,480,no
28,female,engineer,A,149,67,senior high,300,no
57,third,scientest,B,163,79,junior high,470,no
11,male,chef,O,167,61,junior high,8800,no
73,third,student,B,171,92,master,280,no
81,male,salesman,AB,158,83,primary,31,no
20,male,student,O,170,36,primary,120,yes
50,female,engineer,B,156,75,junior high,280,no
69,female,scientest,B,145,42,senior high,290,no
1,female,neet,A,173,63,doctor,330,no
35,third,salesman,B,157,51,doctor,59,no
97,female,teacher,AB,186,44,university,39,no
74,male,singer,O,140,36,senior high,7900,no
73,third,scientest,AB,164,55,university,210,no
98,male,student,AB,163,92,junior high,2400,no
32,third,programmer,A,192,87,university,59,no
30,male,salesman,AB,170,98,senior high,49,no
84,male,teacher,O,145,42,senior high,31,no
56,male,teacher,O,144,93,primary,430,no
71,third,chef,B,149,60,doctor,980,no
79,female,singer,AB,161,64,senior high,7700,no
76,male,student,B,168,62,junior high,6200,no
0,male,teacher,O,187,56,junior high,1800,no
70,third,singer,O,141,62,senior high,700,no
91,female,chef,A,150,57,senior high,5200,no
73,female,singer,A,170,81,primary,630,no
11,female,singer,A,187,52,doctor,290,no
4,female,neet,AB,194,96,primary,220,no
69,male,engineer,O,141,76,senior high,95,no
82,female,neet,A,172,82,university,1700,no
23,third,scientest,AB,186,84,junior high,540,no
23,male,engineer,AB,152,66,master,400,yes
56,female,neet,A,145,86,university,330,no
99,male,student,O,160,65,doctor,66,no
45,third,teacher,O,154,37,doctor,2500,no
44,female,engineer,B,158,61,doctor,5700,yes
92,male,chef,AB,197,35,senior high,7300,no
58,female,chef,B,160,51,primary,12,no
69,male,programmer,AB,183,81,primary,400,no
97,female,scientest,AB,155,35,senior high,930,no
17,female,programmer,A,152,38,senior high,2400,yes
61,third,teacher,O,150,42,senior high,90,no
88,female,student,AB,175,78,senior high,350,no
21,female,neet,B,194,55,senior high,950,no
1,third,student,A,198,50,senior high,630,no
21,third,student,B,183,89,senior high,10000,no
84,male,salesman,AB,177,92,junior high,530,no
95,third,scientest,O,147,73,master,870,no
76,female,engineer,AB,164,83,primary,71,no
33,male,scientest,O,157,51,primary,350,yes
87,male,chef,AB,174,43,master,970,no
80,male,neet,AB,148,40,university,5400,no
20,male,programmer,AB,186,54,master,85,no
3,male,student,A,162,69,primary,530,no
80,male,scientest,O,189,62,junior high,62,no
38,third,programmer,B,199,37,master,4200,yes
49,third,singer,AB,184,82,junior high,610,no
87,third,neet,B,166,56,doctor,3000,no
67,male,programmer,A,170,84,senior high,440,no
25,male,singer,AB,153,99,doctor,910,no
23,female,student,AB,166,57,doctor,5100,no
39,female,chef,O,190,86,master,300,yes
38,third,chef,O,150,87,master,990,yes
70,female,teacher,AB,198,91,master,55,no
12,male,engineer,AB,140,50,junior high,9100,yes
99,male,programmer,A,166,37,junior high,17,no
99,female,singer,AB,143,81,senior high,8100,no
91,male,student,A,197,39,doctor,700,no
74,female,student,A,161,62,junior high,840,no
62,male,teacher,B,156,49,primary,23,no
9,male,singer,O,143,78,senior high,900,no
49,male,scientest,AB,144,48,university,840,no
16,female,engineer,AB,194,74,junior high,68,no
98,third,teacher,A,154,62,junior high,680,no
49,male,scientest,B,192,45,university,26,no
11,female,scientest,B,183,41,senior high,520,yes
21,female,chef,A,166,92,master,920,yes
77,female,salesman,AB,158,99,master,30,no
35,female,student,B,169,81,senior high,7600,no
0,third,teacher,O,190,82,doctor,760,no
22,male,salesman,B,198,97,junior high,1100,no
38,third,teacher,O,192,73,doctor,300,yes
85,male,student,A,165,90,primary,5700,no
52,male,programmer,A,196,66,doctor,430,no
10,male,salesman,A,150,82,primary,40,no
15,female,chef,O,152,68,university,97,no
37,female,student,AB,147,75,junior high,18,no
22,third,student,B,185,51,university,5500,no
62,male,singer,O,176,79,doctor,94,no
61,third,engineer,O,168,57,university,4000,no
80,male,chef,O,177,76,doctor,20,no
38,male,programmer,O,160,91,senior high,520,yes
20,third,neet,A,156,96,primary,420,no
95,female,neet,AB,192,88,senior high,3400,no
2,female,programmer,A,173,93,senior high,66,no
75,male,teacher,B,189,76,university,1800,no
27,third,neet,AB,186,38,senior high,930,no
15,male,programmer,AB,192,62,master,9300,no
91,third,neet,B,173,38,master,190,no
7,male,singer,AB,168,73,primary,77,no
90,female,teacher,B,183,58,university,9,no
2,male,neet,B,175,90,primary,87,no
21,male,scientest,AB,186,46,junior high,1400,no
79,female,salesman,O,185,56,junior high,720,no
27,female,singer,O,171,61,university,5600,yes
51,third,student,O,171,51,senior high,13,no
21,male,student,O,151,74,senior high,38,yes
0,female,student,O,193,37,primary,22,no
31,male,singer,O,186,86,junior high,93,yes
64,third,neet,AB,181,44,primary,71,no
85,female,salesman,A,187,38,doctor,7200,no
72,male,salesman,O,176,86,master,2800,no
21,female,singer,B,149,63,master,4200,no
20,female,engineer,A,175,93,senior high,88,no
60,third,engineer,O,195,77,junior high,60,no
72,male,student,A,198,68,master,3100,no
27,third,engineer,O,187,92,master,970,yes
33,third,neet,O,171,50,doctor,780,yes
51,female,scientest,A,152,47,senior high,510,no
96,third,engineer,AB,184,55,doctor,9300,no
8,male,salesman,O,147,49,doctor,550,yes
17,third,chef,O,151,85,senior high,85,yes
65,third,engineer,B,145,78,master,31,no
49,female,singer,B,144,94,primary,89,no
48,female,teacher,A,155,84,primary,6400,no
20,female,scientest,O,176,56,primary,61,yes
10,female,student,B,163,44,primary,87,yes
17,female,teacher,AB,140,51,senior high,470,no
61,male,programmer,B,197,56,university,12,no
68,female,engineer,B,189,69,junior high,76,no
8,male,neet,AB,184,71,senior high,72,no
79,female,engineer,O,183,66,junior high,7100,no
8,male,student,A,199,78,doctor,97,no
18,male,student,AB,173,86,primary,18,no
61,third,student,O,185,53,senior high,12,no
78,male,teacher,B,163,37,senior high,26,no
39,male,programmer,AB,185,78,primary,490,no
96,female,student,AB,173,93,junior high,690,no
40,male,neet,A,166,45,doctor,12,no
82,male,chef,A,151,82,university,24,no
66,third,programmer,O,188,94,master,72,no
42,female,salesman,A,156,41,junior high,21,no
54,male,student,A,172,93,university,71,no
8,male,engineer,O,140,50,master,37,yes
36,male,programmer,B,167,38,master,9300,yes
14,female,engineer,AB,178,83,senior high,62,no
17,third,singer,O,166,91,primary,4900,yes
97,male,programmer,A,191,49,master,430,no
7,female,scientest,B,157,83,master,760,no
23,male,programmer,AB,156,82,master,78,yes
80,male,engineer,AB,141,98,master,8900,no
40,third,neet,AB,150,39,senior high,6,no
34,female,programmer,O,189,47,senior high,7400,yes
43,female,scientest,A,154,59,primary,460,no
67,third,programmer,O,170,72,doctor,70,no
13,third,salesman,AB,162,45,primary,150,no
2,third,singer,AB,184,46,master,26,no
13,male,student,AB,149,88,master,9800,no
1,male,chef,AB,171,71,master,15,no
88,male,teacher,O,154,92,primary,42,no
30,male,teacher,B,193,50,university,78,no
46,third,chef,B,182,47,master,560,yes
93,third,teacher,B,171,51,university,71,no
23,male,singer,B,152,87,senior high,41,no
29,female,salesman,O,150,87,master,3600,yes
11,third,singer,AB,149,95,senior high,29,no
73,third,chef,O,183,67,senior high,54,no
54,male,neet,O,190,42,doctor,1700,no
46,male,teacher,A,170,87,doctor,95,no
62,male,singer,O,143,65,doctor,44,no
19,female,salesman,AB,146,91,master,90,no
33,male,neet,AB,168,54,doctor,500,no
65,male,salesman,A,195,71,master,30,no
82,female,singer,AB,166,82,primary,20,no
66,third,programmer,AB,172,59,university,40,no
68,male,scientest,O,161,81,university,50,no
67,female,engineer,B,196,74,university,85,no
13,third,student,A,140,50,university,4400,no
81,female,neet,B,179,84,doctor,8300,no
98,male,engineer,A,174,93,master,29,no
35,female,programmer,O,181,87,university,31,yes
21,female,chef,A,172,50,master,9000,yes
93,third,singer,A,195,52,senior high,66,no
34,male,salesman,A,147,82,master,4000,no
20,female,singer,B,184,71,junior high,2400,no
61,male,singer,O,161,39,senior high,81,no
63,male,neet,A,170,99,university,660,no
1,male,scientest,A,153,80,junior high,440,no
90,female,neet,AB,198,77,university,1400,no
29,male,neet,B,141,74,senior high,6800,no
2,third,singer,AB,177,78,university,62,no
19,male,salesman,B,158,55,senior high,600,no
46,male,salesman,B,189,69,junior high,600,no
83,third,singer,O,184,81,university,9000,no
94,third,scientest,B,167,45,primary,47,no
20,male,scientest,AB,198,57,doctor,30,no
26,third,chef,A,142,70,doctor,680,yes
43,male,neet,O,157,42,junior high,26,no
70,female,chef,AB,163,51,senior high,6100,no
47,male,salesman,AB,151,78,doctor,1900,no
12,third,chef,B,199,75,junior high,1600,no
46,male,scientest,AB,160,46,doctor,30,yes
48,third,singer,B,196,73,junior high,7400,no
85,female,engineer,AB,165,56,primary,5300,no
3,male,singer,AB,158,48,doctor,8600,no
