Age,Gender,Occupations,Blood group,Height,Weight,Education,Revenue,Choosed
14,male,salesman,A,184,36,doctor,1000,no
75,female,programmer,A,199,88,primary,540,no
78,female,engineer,A,183,61,senior high,120,no
39,third,singer,A,184,89,master,73,no
15,male,chef,O,174,71,master,700,no
39,female,programmer,O,163,99,junior high,600,yes
64,third,student,A,196,83,junior high,93,no
21,male,teacher,AB,185,92,junior high,700,no
65,male,chef,B,192,57,university,710,no
81,male,neet,A,188,56,primary,35,no
31,third,salesman,B,162,91,primary,1300,no
69,male,teacher,AB,171,68,master,8900,no
8,third,teacher,A,191,42,master,22,no
49,male,programmer,B,168,72,primary,5800,no
44,female,programmer,O,176,83,doctor,110,yes
25,male,singer,B,145,44,doctor,6600,no
64,third,chef,AB,166,56,doctor,1400,no
55,third,teacher,B,158,40,university,69,no
96,third,teacher,O,166,95,junior high,4500,no
97,female,singer,AB,183,74,master,95,no
43,female,engineer,B,193,76,junior high,200,no
52,male,chef,O,184,45,junior high,1600,no
32,female,student,AB,162,37,doctor,9700,no
16,male,neet,O,144,83,junior high,100,yes
25,third,singer,O,145,86,junior high,74,yes
87,third,salesman,B,165,38,senior high,2300,no
97,third,scientest,B,183,69,senior high,11,no
97,third,scientest,O,176,35,junior high,71,no
21,female,chef,B,192,72,junior high,5800,yes
79,third,chef,AB,181,83,primary,5800,no
23,male,singer,AB,152,46,university,360,no
28,third,singer,AB,159,66,junior high,5800,no
87,female,scientest,A,185,53,doctor,460,no
26,female,singer,B,168,86,doctor,700,no
83,male,singer,AB,169,95,junior high,5200,no
56,third,chef,A,144,43,doctor,4100,no
37,third,singer,AB,143,95,master,8200,no
17,female,chef,AB,179,89,master,29,no
6,male,scientest,AB,194,75,doctor,4700,no
7,female,scientest,AB,169,53,master,21,no
75,male,chef,O,186,91,university,910,no
50,third,teacher,A,198,66,master,14,no
26,third,neet,A,191,91,senior high,88,no
2,third,neet,A,162,63,junior high,460,no
0,male,teacher,B,158,51,doctor,3700,no
59,female,singer,B,169,49,primary,8200,no
34,third,teacher,A,149,86,senior high,310,no
17,female,student,O,148,40,master,7600,yes
59,female,salesman,B,157,35,senior high,9800,no
85,female,student,B,141,47,master,7200,no
77,male,singer,AB,198,98,master,1600,no
45,male,programmer,B,191,60,primary,85,no
49,male,scientest,AB,159,40,university,11,no
69,female,teacher,B,144,41,doctor,7800,no
87,male,student,B,142,67,senior high,280,no
35,male,teacher,A,143,70,university,910,no
14,third,singer,O,162,38,senior high,54,no
76,female,engineer,AB,168,93,university,55,no
57,third,scientest,O,151,70,primary,390,no
95,female,scientest,AB,161,59,master,8500,no
80,female,scientest,AB,170,65,doctor,88,no
73,female,programmer,A,164,50,master,2100,no
43,female,student,B,145,58,senior high,26,no
97,third,salesman,O,179,38,master,76,no
81,male,programmer,A,191,67,junior high,820,no
4,third,programmer,O,156,61,doctor,60,no
57,third,scientest,B,175,75,master,6100,no
10,female,programmer,B,167,61,master,710,no
80,third,teacher,A,192,67,doctor,40,no
0,third,student,A,143,93,master,55,no
73,male,salesman,B,159,94,master,990,no
27,third,singer,A,156,43,junior high,5800,no
73,third,singer,AB,149,46,university,1900,no
19,female,singer,B,190,87,university,77,no
68,third,chef,A,181,69,master,2000,no
80,third,engineer,A,189,73,doctor,490,no
30,female,chef,AB,171,45,junior high,9100,yes
71,male,student,A,179,42,junior high,630,no
12,male,singer,O,162,88,senior high,98,no
87,female,neet,O,167,81,doctor,50,no
0,female,scientest,AB,199,40,senior high,160,no
46,third,neet,AB,184,68,doctor,83,no
17,female,programmer,O,199,35,junior high,6600,yes
35,female,teacher,O,154,77,university,3300,yes
96,third,singer,A,178,94,university,69,no
7,male,engineer,A,149,48,university,40,no
5,female,scientest,B,192,40,junior high,53,no
35,female,neet,B,155,94,senior high,50,no
68,male,student,O,171,66,university,5,no
83,third,student,A,181,73,senior high,120,no
37,third,student,A,199,76,doctor,270,no
88,female,singer,B,144,88,university,8100,no
83,third,scientest,A,150,71,junior high,2300,no
66,third,teacher,O,189,56,university,20,no
58,third,chef,O,154,51,junior high,94,no
60,third,chef,AB,159,86,junior high,270,no
98,third,teacher,A,155,45,primary,660,no
93,third,teacher,O,177,65,university,51,no
77,female,programmer,B,184,76,university,720,no
92,male,teacher,A,173,91,doctor,730,no
89,third,student,AB,158,90,doctor,24,no
19,third,neet,A,183,82,junior high,90,no
25,male,programmer,A,195,81,university,250,no
25,female,neet,O,177,51,primary,7100,yes
49,female,chef,B,169,44,primary,890,yes
80,male,teacher,A,172,52,primary,6,no
20,male,teacher,AB,151,67,junior high,19,no
47,male,programmer,AB,160,65,master,31,yes
68,female,teacher,O,144,85,doctor,8900,no
89,male,programmer,AB,179,62,senior high,740,no
66,third,singer,B,150,68,master,47,no
16,male,chef,AB,190,51,junior high,8000,no
96,female,student,A,172,47,junior high,700,no
18,third,student,AB,184,85,junior high,90,no
40,male,scientest,B,158,65,university,5700,no
37,third,student,A,186,42,senior high,12,no
9,female,student,B,193,47,university,400,no
74,female,singer,A,144,43,doctor,42,no
62,third,salesman,B,173,83,master,2500,no
47,female,scientest,A,151,79,primary,530,no
71,third,neet,O,190,51,senior high,5800,no
87,male,programmer,AB,186,44,university,40,no
87,male,singer,AB,185,62,doctor,1100,no
30,third,neet,O,167,85,junior high,55,yes
62,female,engineer,AB,189,36,master,6100,no
37,male,scientest,B,193,75,university,2900,no
65,female,salesman,B,142,61,university,90,no
86,male,neet,O,181,85,doctor,400,no
55,female,chef,AB,183,57,primary,450,no
96,third,engineer,A,151,96,master,450,no
22,male,programmer,A,193,81,junior high,82,no
68,third,chef,A,144,68,junior high,6600,no
15,female,engineer,O,194,37,master,430,yes
7,male,chef,O,163,77,primary,330,no
19,female,salesman,AB,158,69,master,110,no
64,male,scientest,B,143,87,doctor,1000,no
39,male,programmer,O,162,87,primary,1700,yes
78,third,student,A,147,95,primary,77,no
77,male,teacher,O,170,65,master,27,no
76,male,engineer,O,150,38,junior high,96,no
67,third,engineer,AB,192,53,primary,790,no
64,female,teacher,A,143,62,master,8,no
84,third,neet,AB,184,55,primary,20,no
31,third,student,A,143,96,senior high,62,no
63,third,teacher,A,194,97,doctor,65,no
38,third,programmer,O,198,35,junior high,25,yes
14,third,neet,A,198,51,doctor,5600,no
35,male,engineer,AB,188,55,junior high,750,no
29,third,programmer,A,171,94,master,2100,yes
52,male,teacher,B,182,94,master,720,no
6,male,engineer,AB,145,43,master,51,no
91,third,engineer,A,191,38,primary,700,no
18,third,engineer,AB,161,47,primary,870,no
4,female,programmer,B,153,44,primary,6,no
32,female,programmer,B,158,37,junior high,810,no
43,female,singer,AB,158,84,junior high,820,no
84,male,programmer,B,153,92,doctor,20,no
78,male,scientest,B,156,84,primary,430,no
64,third,neet,A,152,99,junior high,4600,no
9,male,engineer,O,144,88,master,5800,no
57,female,programmer,B,180,84,university,6400,no
7,third,teacher,A,183,96,university,5100,no
69,female,programmer,B,197,89,primary,10,no
32,male,programmer,O,176,91,doctor,66,yes
61,third,salesman,B,152,69,university,610,no
73,female,programmer,AB,195,49,university,90,no
30,male,programmer,AB,195,81,doctor,86,yes
15,female,salesman,O,199,78,university,1800,no
74,third,engineer,A,180,94,primary,1400,no
72,male,salesman,O,169,69,doctor,67,no
62,third,singer,AB,157,87,university,6500,no
50,male,chef,O,145,83,university,70,yes
59,male,neet,A,195,70,doctor,2600,no
55,male,singer,O,166,83,doctor,380,no
14,male,chef,AB,154,60,doctor,8800,no
18,female,student,O,151,66,senior high,77,yes
81,third,salesman,O,173,67,doctor,8400,no
47,male,student,AB,163,40,master,600,no
64,male,scientest,B,166,44,primary,2800,no
9,third,programmer,B,188,38,doctor,490,no
97,female,singer,AB,163,85,doctor,900,no
31,male,student,A,195,88,junior high,8100,no
5,third,student,A,156,64,primary,4900,no
58,male,engineer,AB,142,54,master,100,no
29,male,student,AB,179,91,senior high,56,no
65,female,teacher,B,176,73,master,340,no
42,female,chef,O,178,38,junior high,740,yes
81,male,teacher,AB,189,90,junior high,95,no
29,female,neet,AB,172,81,primary,1600,no
76,male,engineer,O,189,75,doctor,9200,no
6,male,salesman,A,180,95,primary,2800,no
45,third,programmer,B,153,65,master,100,yes
15,female,salesman,AB,155,43,doctor,27,yes
49,male,salesman,A,195,76,university,6900,no
47,third,neet,AB,142,98,university,56,no
79,female,student,A,183,87,senior high,570,no
72,female,teacher,O,140,76,master,430,no
52,third,programmer,O,168,39,master,700,no
79,third,salesman,B,184,88,junior high,7900,no
45,male,student,AB,195,69,junior high,5500,no
17,female,teacher,AB,146,81,senior high,710,no
41,female,chef,B,150,43,doctor,100,yes
80,male,student,B,175,95,university,950,no
21,third,singer,B,190,55,senior high,32,no
31,male,student,O,151,59,doctor,3,yes
54,male,salesman,B,197,69,doctor,36,no
83,third,chef,A,155,83,primary,110,no
26,third,singer,O,170,60,junior high,3100,yes
48,male,singer,B,181,50,university,480,no
94,third,student,AB,141,62,senior high,8300,no
39,female,neet,B,149,87,junior high,1600,no
61,third,salesman,B,158,81,master,990,no
88,third,chef,A,171,41,university,42,no
5,male,engineer,B,185,54,senior high,150,no
36,female,scientest,A,181,80,junior high,53,no
5,male,engineer,AB,156,50,doctor,1500,no
34,third,chef,AB,159,85,doctor,550,yes
71,female,singer,A,188,74,master,5500,no
59,female,student,A,198,78,senior high,5,no
15,male,neet,B,164,69,senior high,260,no
5,female,chef,A,174,68,primary,25,no
44,male,chef,O,143,38,doctor,5700,yes
42,male,chef,B,159,60,university,7400,yes
86,male,scientest,B,140,53,junior high,5300,no
90,male,scientest,A,169,67,doctor,58,no
74,third,teacher,A,151,58,doctor,42,no
6,female,engineer,O,146,84,doctor,870,no
54,third,programmer,A,167,66,primary,4100,no
26,female,teacher,AB,186,95,primary,180,no
9,third,chef,A,147,87,university,13,no
75,third,scientest,A,157,49,master,980,no
62,male,salesman,B,143,89,master,170,no
83,male,student,O,188,67,primary,140,no
99,female,chef,B,190,43,master,800,no
41,third,engineer,B,186,98,master,6900,yes
6,third,student,B,192,70,master,1700,no
36,third,student,B,191,50,junior high,280,no
91,third,teacher,B,167,45,university,72,no
61,third,student,A,161,72,junior high,80,no
55,male,programmer,O,153,75,junior high,1500,no
97,male,chef,O,165,98,master,56,no
69,third,teacher,O,175,40,university,43,no
58,male,scientest,AB,145,71,junior high,1,no
37,male,student,AB,151,56,master,3000,no
69,male,chef,B,143,63,senior high,9,no
19,female,chef,B,164,95,doctor,19,yes
45,third,singer,B,192,54,university,440,no
26,third,teacher,O,192,70,primary,340,yes
92,male,neet,B,183,78,master,7100,no
99,third,student,B,157,52,master,500,no
62,male,student,O,193,84,master,400,no
31,female,neet,AB,149,37,junior high,30,no
83,male,singer,AB,188,91,primary,7000,no
57,third,salesman,A,171,39,university,990,no
14,male,salesman,O,194,37,university,720,no
47,third,scientest,O,188,64,primary,80,no
35,female,singer,A,164,94,primary,9300,no
11,female,scientest,B,166,86,master,7800,no
8,female,neet,A,184,90,doctor,53,no
61,female,singer,A,164,70,senior high,58,no
80,female,engineer,B,152,96,junior high,36,no
45,male,chef,A,145,41,senior high,63,yes
81,male,teacher,A,143,50,senior high,62,no
97,male,salesman,B,167,56,doctor,7300,no
76,third,programmer,AB,191,72,university,4100,no
49,female,teacher,B,165,40,senior high,7200,no
77,third,chef,AB,160,51,master,46,no
1,female,salesman,B,147,89,senior high,69,no
37,female,programmer,AB,161,50,doctor,54,yes
18,male,engineer,AB,163,46,primary,30,no
77,female,singer,A,191,97,junior high,8800,no
88,female,student,O,181,36,master,17,no
11,female,chef,A,140,95,university,4000,no
48,female,programmer,AB,150,42,university,760,no
45,female,teacher,O,168,77,doctor,61,no
47,male,scientest,AB,147,78,junior high,8000,no
34,female,neet,O,180,42,primary,8000,yes
73,third,neet,O,149,69,primary,6800,no
35,third,chef,B,169,83,primary,27,yes
25,third,student,O,187,80,primary,44,yes
77,third,chef,AB,148,38,senior high,4400,no
12,third,scientest,A,180,82,senior high,660,no
69,male,scientest,B,157,38,master,69,no
16,female,programmer,AB,180,79,doctor,2300,no
85,male,salesman,AB,165,79,doctor,920,no
84,third,scientest,B,198,80,junior high,64,no
98,third,programmer,O,189,74,primary,82,no
74,male,salesman,AB,197,41,university,510,no
9,male,scientest,A,152,76,primary,890,no
77,male,student,B,185,43,doctor,35,no
89,third,singer,AB,181,77,doctor,360,no
98,male,teacher,AB,143,95,senior high,25,no
34,third,engineer,B,192,41,master,340,yes
36,third,singer,B,184,99,master,2,no
98,female,salesman,B,160,60,doctor,2300,no
68,male,engineer,AB,162,55,university,550,no
54,female,salesman,AB,156,79,master,890,no
2,third,engineer,O,165,84,senior high,940,no
6,third,teacher,A,163,47,junior high,520,no
25,female,teacher,A,170,92,doctor,15,no
2,male,singer,A,176,48,university,33,no
61,third,neet,A,164,94,primary,40,no
63,male,chef,O,177,61,university,79,no
35,male,singer,B,159,64,university,650,no
30,third,singer,A,173,88,master,81,no
41,male,programmer,O,148,42,master,850,yes
11,third,singer,AB,186,45,primary,200,no
46,male,teacher,AB,166,42,master,290,no
54,male,scientest,B,174,52,primary,22,no
36,female,scientest,AB,148,43,doctor,6400,yes
33,male,singer,AB,145,62,senior high,2,no
63,third,student,O,167,54,senior high,900,no
94,third,salesman,AB,171,50,junior high,7800,no
56,third,scientest,A,187,59,university,53,no
86,male,scientest,AB,178,81,master,970,no
88,male,neet,O,146,96,master,1400,no
90,female,singer,B,150,85,master,420,no
81,female,salesman,A,182,99,university,72,no
84,male,engineer,A,191,37,primary,44,no
66,third,neet,O,190,94,senior high,6,no
0,third,programmer,AB,184,58,doctor,190,no
16,female,neet,O,191,96,doctor,93,yes
10,third,chef,AB,180,71,master,9100,no
68,female,chef,AB,168,35,master,34,no
31,third,singer,AB,180,59,doctor,780,no
14,male,scientest,B,141,37,junior high,1100,no
22,male,teacher,B,163,91,primary,9200,no
99,third,student,A,194,93,university,2700,no
74,male,salesman,A,151,93,senior high,790,no
84,female,salesman,AB,146,44,junior high,64,no
50,female,scientest,B,159,66,senior high,99,no
31,female,singer,AB,157,48,university,7,no
49,third,teacher,O,175,81,senior high,850,no
99,third,teacher,B,195,75,doctor,800,no
94,female,neet,AB,158,56,master,860,no
42,third,programmer,AB,173,66,university,2100,no
4,third,neet,B,143,59,doctor,610,no
65,third,engineer,O,145,71,doctor,890,no
73,male,engineer,O,181,43,doctor,71,no
67,female,singer,AB,156,88,university,50,no
20,female,singer,A,185,76,primary,2100,no
87,male,neet,AB,193,81,senior high,23,no
85,third,scientest,AB,171,65,junior high,990,no
39,male,engineer,B,158,39,university,56,no
96,third,neet,O,168,39,senior high,910,no
35,male,engineer,AB,185,64,primary,630,no
21,third,chef,B,192,70,senior high,3800,yes
84,third,scientest,A,194,63,doctor,550,no
60,female,neet,AB,183,98,university,810,no
35,male,student,AB,169,59,doctor,8300,no
8,female,programmer,A,158,79,primary,7400,no
98,male,singer,A,199,66,senior high,710,no
39,male,scientest,B,199,38,junior high,1,no
38,third,engineer,A,169,39,senior high,240,no
58,third,scientest,B,188,73,doctor,23,no
77,third,chef,O,187,64,primary,23,no
30,female,scientest,B,154,36,primary,7300,no
76,female,chef,A,140,74,senior high,370,no
31,third,teacher,AB,172,86,master,370,no
52,third,student,A,198,42,senior high,67,no
2,third,singer,AB,180,50,doctor,830,no
92,female,scientest,B,160,81,junior high,41,no
52,male,programmer,A,140,84,senior high,880,no
13,female,teacher,A,151,86,primary,2500,no
42,female,scientest,B,184,64,master,830,yes
1,female,chef,AB,151,74,junior high,3000,no
76,female,salesman,B,144,92,primary,30,no
40,female,chef,AB,157,75,senior high,9800,yes
45,third,neet,O,156,35,junior high,80,no
45,third,singer,O,180,35,junior high,1500,no
58,male,salesman,B,151,92,junior high,72,no
78,male,student,AB,162,53,primary,56,no
20,female,neet,AB,188,49,primary,1200,no
82,female,singer,O,148,77,primary,1800,no
8,male,programmer,O,162,43,university,430,yes
90,male,chef,A,190,83,junior high,700,no
18,male,student,A,145,64,doctor,8500,no
50,third,programmer,B,167,93,junior high,280,no
36,female,neet,B,156,74,doctor,30,no
58,male,programmer,AB,165,95,master,100,no
76,male,student,B,191,99,doctor,52,no
57,female,programmer,AB,170,66,primary,910,no
53,third,engineer,O,192,52,senior high,8600,no
66,third,singer,O,191,70,university,38,no
60,male,salesman,O,197,37,university,30,no
74,third,scientest,B,146,69,primary,240,no
67,female,singer,AB,144,59,senior high,3200,no
72,third,scientest,O,192,47,junior high,2800,no
63,female,singer,O,175,51,doctor,79,no
61,female,chef,B,167,95,doctor,3900,no
83,third,programmer,AB,153,42,doctor,980,no
33,male,neet,AB,191,73,university,85,no
20,female,engineer,A,177,35,master,620,no
10,female,singer,AB,151,45,senior high,9900,yes
74,female,scientest,AB,173,56,primary,4400,no
18,male,singer,A,162,41,university,720,no
80,male,singer,A,197,69,senior high,7200,no
5,third,teacher,O,175,84,senior high,530,no
88,male,teacher,B,153,36,doctor,290,no
17,third,chef,O,191,83,master,8,yes
44,male,salesman,A,159,91,junior high,670,no
53,female,engineer,A,161,83,primary,92,no
39,male,teacher,AB,180,44,doctor,920,no
3,female,scientest,B,187,46,primary,190,no
91,third,scientest,O,182,74,doctor,19,no
89,female,salesman,A,173,50,doctor,9800,no
78,third,scientest,A,195,68,senior high,440,no
7,third,salesman,A,174,93,senior high,920,no
57,male,engineer,O,199,94,junior high,95,no
16,third,teacher,AB,146,79,university,200,no
24,female,teacher,A,169,49,junior high,200,no
83,third,scientest,B,180,55,master,440,no
76,female,chef,AB,169,83,junior high,300,no
33,third,singer,B,189,49,master,18,no
90,male,scientest,B,149,73,master,92,no
77,female,scientest,O,164,60,doctor,3800,no
96,third,teacher,A,170,35,university,920,no
67,third,salesman,B,155,38,primary,51,no
59,third,teacher,B,191,68,primary,840,no
11,female,scientest,B,174,40,primary,1300,yes
95,female,chef,O,187,93,senior high,27,no
47,third,teacher,AB,168,54,primary,17,no
92,third,engineer,O,154,54,university,4500,no
3,third,programmer,AB,169,83,senior high,83,no
47,male,singer,A,152,98,junior high,3700,no
89,third,salesman,A,176,86,doctor,200,no
20,female,scientest,O,153,65,primary,24,yes
72,female,engineer,O,194,64,master,49,no
72,male,salesman,AB,146,68,doctor,1000,no
1,male,programmer,O,146,43,junior high,59,no
25,female,salesman,B,141,63,senior high,1700,no
74,male,teacher,O,194,68,senior high,280,no
98,male,chef,AB,151,87,doctor,82,no
81,third,salesman,O,196,57,master,260,no
79,third,chef,B,175,65,doctor,8600,no
44,male,teacher,O,199,76,senior high,800,no
34,female,salesman,AB,169,57,doctor,450,no
20,male,neet,O,149,98,junior high,30,yes
9,third,chef,A,171,43,senior high,8,no
4,third,scientest,A,192,79,master,460,no
41,male,student,AB,176,78,university,9800,no
77,male,student,A,156,87,junior high,47,no
45,female,chef,B,175,82,primary,65,yes
33,male,student,B,182,88,primary,2500,no
15,male,chef,AB,142,48,senior high,90,no
65,third,student,O,185,58,university,4100,no
80,third,chef,B,158,59,master,9100,no
92,third,student,O,144,37,junior high,740,no
34,third,programmer,B,190,50,master,450,yes
91,third,singer,O,192,91,doctor,18,no
42,third,scientest,A,199,96,junior high,46,no
90,female,scientest,AB,148,63,primary,9000,no
40,male,scientest,A,163,65,master,55,yes
23,male,student,AB,198,76,junior high,280,no
82,female,neet,B,162,71,doctor,620,no
39,female,engineer,AB,183,50,university,120,no
83,male,scientest,O,189,86,master,410,no
52,male,salesman,O,141,88,primary,2600,no
63,third,salesman,O,168,45,university,1100,no
21,female,salesman,AB,147,93,doctor,35,no
7,third,programmer,AB,185,75,master,410,no
97,male,scientest,O,194,35,university,770,no
85,male,chef,O,163,79,junior high,1900,no
7,third,programmer,A,154,73,master,120,no
52,third,engineer,AB,195,61,primary,4100,no
50,male,programmer,B,161,47,senior high,7000,no
10,female,programmer,B,179,94,doctor,3800,no
30,male,student,O,142,57,university,880,yes
42,female,neet,A,198,39,primary,570,no
94,female,student,A,161,53,junior high,8100,no
51,male,engineer,A,175,83,senior high,690,no
67,male,engineer,AB,166,63,university,50,no
17,male,teacher,AB,143,80,senior high,690,no
57,female,scientest,B,198,44,primary,350,no
56,female,programmer,A,175,96,senior high,21,no
39,male,chef,B,162,39,primary,24,yes
56,third,neet,B,189,60,doctor,220,no
79,female,student,O,181,93,doctor,340,no
42,female,teacher,A,177,84,university,400,no
67,third,chef,B,141,84,university,34,no
64,female,salesman,AB,162,74,master,760,no
8,female,scientest,B,162,69,university,960,no
38,third,student,B,198,95,primary,500,no
51,third,engineer,AB,148,60,junior high,9500,no
74,male,student,AB,145,86,primary,30,no
78,third,teacher,O,164,70,primary,370,no
98,female,student,B,170,41,primary,130,no
9,third,singer,B,185,88,university,6800,no
36,male,salesman,AB,141,73,senior high,6400,no
69,third,chef,AB,157,49,primary,61,no
46,third,chef,AB,182,70,doctor,2400,yes
96,male,singer,O,170,35,senior high,12,no
40,male,neet,AB,184,71,doctor,3500,no
80,third,student,A,169,75,doctor,7300,no
