Age,Gender,Occupations,Blood group,Height,Weight,Education,Revenue,Choosed
81,female,student,O,182,79,university,920,no
48,male,salesman,B,195,74,senior high,900,no
8,female,salesman,A,187,39,master,47,no
83,third,scientest,B,171,50,university,13,no
59,third,scientest,A,155,62,university,890,no
12,female,teacher,AB,168,44,senior high,510,yes
63,female,teacher,B,185,43,doctor,730,no
79,male,neet,O,188,90,master,83,no
93,third,chef,A,170,38,doctor,900,no
49,third,neet,O,174,73,primary,93,no
73,female,neet,O,175,95,doctor,1100,no
96,male,singer,AB,155,65,primary,4300,no
14,third,programmer,AB,170,55,senior high,100,no
36,male,salesman,AB,176,81,master,4300,no
89,male,neet,O,195,41,primary,420,no
66,female,scientest,AB,190,56,senior high,900,no
56,male,programmer,AB,159,36,senior high,970,no
71,third,scientest,A,140,53,university,840,no
85,male,student,O,184,92,senior high,70,no
28,third,singer,O,164,59,senior high,17,yes
33,third,teacher,O,172,38,doctor,57,yes
44,male,chef,O,197,91,senior high,8500,yes
31,female,chef,O,199,80,junior high,4600,yes
32,third,chef,O,184,55,senior high,79,yes
44,female,engineer,A,188,58,master,300,yes
3,male,salesman,AB,144,58,senior high,98,no
40,third,chef,B,154,86,university,440,yes
59,male,singer,AB,172,37,master,32,no
5,male,scientest,A,156,40,junior high,790,no
86,female,scientest,O,148,99,senior high,430,no
26,third,singer,A,199,55,primary,4600,no
96,male,teacher,O,175,62,university,8900,no
48,male,chef,O,158,45,junior high,1,yes
21,female,neet,B,158,94,junior high,870,no
63,female,student,O,189,63,university,13,no
68,female,scientest,B,153,64,senior high,2900,no
41,third,teacher,A,163,76,university,52,no
44,female,singer,A,158,66,junior high,23,no
9,third,salesman,A,185,99,senior high,17,no
70,third,student,B,151,87,senior high,90,no
38,female,programmer,A,152,72,senior high,57,no
45,female,neet,O,151,49,university,79,no
68,third,engineer,O,171,91,university,600,no
26,female,neet,B,153,41,primary,96,no
78,male,engineer,B,195,86,master,20,no
77,third,teacher,AB,154,73,junior high,20,no
1,female,programmer,B,196,94,doctor,41,no
22,third,singer,AB,158,58,doctor,14,no
35,male,salesman,A,184,46,doctor,850,no
10,female,teacher,AB,193,55,university,810,no
28,male,scientest,O,159,69,senior high,2800,yes
98,third,chef,O,149,57,master,690,no
64,third,scientest,B,184,47,university,100,no
48,third,programmer,AB,182,96,master,800,yes
38,third,engineer,A,194,49,doctor,98,yes
8,female,programmer,AB,164,90,master,580,no
47,male,teacher,A,171,64,master,850,no
38,female,neet,O,159,57,primary,77,yes
79,male,neet,B,154,40,primary,2200,no
99,third,salesman,AB,163,99,university,3300,no
42,female,singer,AB,170,98,junior high,7300,no
65,third,neet,B,194,36,master,91,no
56,third,teacher,AB,178,79,master,800,no
28,third,neet,B,166,48,doctor,96,no
31,female,student,B,177,37,primary,2300,no
53,female,programmer,B,182,58,university,8200,no
81,third,neet,O,175,93,doctor,5800,no
96,female,salesman,A,195,65,doctor,210,no
92,female,chef,O,163,98,university,9200,no
20,male,student,A,195,41,doctor,7200,no
40,female,teacher,A,197,52,senior high,860,no
78,female,singer,O,184,80,university,6000,no
63,female,scientest,A,166,88,master,3000,no
72,third,teacher,A,195,77,master,4800,no
0,male,scientest,B,180,99,primary,3300,no
28,male,scientest,A,194,43,university,1800,no
78,female,salesman,O,164,79,doctor,7900,no
68,female,student,B,166,47,primary,910,no
57,third,student,A,161,77,master,700,no
1,male,engineer,B,181,43,primary,67,no
94,male,neet,AB,181,77,university,500,no
89,male,teacher,A,157,93,junior high,640,no
92,third,programmer,O,170,43,senior high,92,no
4,third,teacher,O,151,70,doctor,3500,no
2,female,singer,A,161,54,junior high,460,no
77,female,chef,AB,194,64,junior high,150,no
33,male,teacher,O,161,77,senior high,8700,yes
9,male,singer,B,152,75,master,260,no
52,third,programmer,AB,197,91,master,9000,no
50,male,programmer,A,197,70,senior high,220,no
66,third,teacher,AB,195,47,master,3600,no
57,female,neet,AB,196,51,university,3400,no
68,third,singer,B,160,82,senior high,630,no
86,female,salesman,AB,196,40,university,86,no
8,male,programmer,AB,182,39,junior high,5600,yes
95,female,scientest,A,182,44,primary,5,no
71,female,student,O,152,47,junior high,1000,no
5,male,singer,AB,145,81,junior high,3900,no
74,female,singer,B,183,64,doctor,82,no
4,third,teacher,A,189,74,senior high,50,no
54,female,neet,A,171,57,university,970,no
1,third,chef,B,165,72,junior high,47,no
29,third,singer,A,184,64,primary,2500,no
9,female,chef,A,179,48,master,95,no
58,male,salesman,B,179,76,university,590,no
0,male,scientest,AB,144,64,doctor,550,no
98,male,salesman,O,153,83,doctor,6000,no
69,third,programmer,O,175,55,university,560,no
6,male,scientest,B,164,65,university,390,no
63,female,salesman,B,192,39,university,54,no
58,male,engineer,AB,167,96,master,38,no
53,third,engineer,AB,159,39,senior high,46,no
22,male,chef,B,179,80,senior high,44,yes
31,third,neet,O,177,78,university,21,yes
88,male,teacher,B,194,76,junior high,48,no
92,female,teacher,A,155,92,junior high,2400,no
42,third,programmer,O,140,90,primary,49,no
8,female,scientest,O,175,98,senior high,36,no
9,third,neet,O,196,43,doctor,45,no
70,female,singer,O,190,82,doctor,6700,no
46,third,engineer,A,185,62,senior high,9200,no
52,female,neet,B,195,96,doctor,1500,no
71,third,engineer,A,186,53,master,65,no
42,female,salesman,B,160,77,primary,66,no
13,male,engineer,O,152,83,university,5200,no
54,male,chef,AB,182,93,junior high,4800,no
56,female,programmer,AB,162,59,doctor,630,no
96,female,engineer,A,146,35,master,6300,no
71,male,salesman,B,198,64,junior high,9800,no
89,third,engineer,O,169,59,junior high,3500,no
7,third,programmer,AB,178,95,junior high,2900,no
48,male,engineer,B,158,73,master,98,yes
97,third,student,A,181,68,junior high,990,no
56,female,singer,O,152,65,doctor,3600,no
22,male,student,A,186,38,primary,20,no
60,female,student,B,145,41,senior high,1100,no
89,third,chef,A,183,95,junior high,9900,no
79,female,salesman,B,157,96,junior high,770,no
20,female,student,B,151,93,primary,38,no
25,female,teacher,O,167,35,master,640,yes
73,female,scientest,O,185,47,primary,33,no
15,male,engineer,B,170,58,primary,500,no
8,male,chef,B,152,71,doctor,1100,no
39,third,neet,AB,187,95,master,5000,no
35,third,engineer,O,140,38,junior high,1900,yes
43,third,chef,AB,199,82,senior high,480,yes
37,male,student,AB,170,70,primary,6000,no
23,male,neet,A,152,46,master,690,no
29,third,chef,O,151,63,junior high,94,yes
11,female,salesman,B,158,62,primary,68,no
36,female,programmer,O,151,59,junior high,2400,yes
84,female,student,B,167,67,doctor,740,no
2,male,chef,AB,160,50,doctor,970,no
50,female,singer,A,162,91,senior high,6000,no
10,female,engineer,A,169,46,junior high,76,no
0,male,teacher,AB,182,92,university,1300,no
87,male,scientest,AB,183,72,master,17,no
39,third,chef,O,175,60,doctor,45,yes
65,male,teacher,B,156,72,master,790,no
15,male,programmer,O,193,53,primary,680,no
50,female,teacher,A,178,92,senior high,15,no
50,male,programmer,B,146,60,university,4800,no
49,third,engineer,AB,170,80,primary,43,no
74,male,neet,B,194,85,junior high,980,no
8,third,teacher,O,184,41,university,6300,no
59,male,programmer,O,167,88,university,19,no
65,female,teacher,AB,166,98,university,32,no
18,male,student,AB,145,49,university,72,no
72,female,neet,AB,168,99,junior high,90,no
15,female,chef,AB,181,83,university,240,no
24,female,salesman,AB,176,36,doctor,1900,no
30,female,teacher,A,196,77,master,61,no
65,third,salesman,AB,197,85,senior high,35,no
36,male,singer,AB,146,58,doctor,67,no
34,male,student,AB,144,59,junior high,810,no
55,female,neet,A,181,55,doctor,6700,no
90,third,scientest,AB,199,44,university,100,no
67,female,scientest,B,170,57,senior high,11,no
53,male,chef,AB,162,45,primary,940,no
25,male,scientest,AB,184,83,junior high,3400,no
75,female,programmer,AB,144,53,university,4600,no
92,third,chef,B,166,85,university,78,no
32,female,singer,A,163,92,university,49,no
43,male,student,AB,185,43,master,630,no
97,female,salesman,A,148,96,doctor,74,no
33,male,teacher,O,165,65,university,230,yes
98,third,programmer,O,180,93,junior high,700,no
16,female,engineer,O,169,89,university,82,yes
12,male,singer,B,168,97,university,5200,no
86,male,neet,AB,181,73,master,5000,no
0,male,scientest,A,145,92,primary,60,no
10,male,teacher,O,158,49,master,71,yes
82,female,scientest,A,159,90,senior high,50,no
87,female,student,AB,187,73,primary,920,no
86,male,salesman,AB,177,86,university,92,no
75,third,engineer,B,183,87,primary,4700,no
90,male,singer,O,150,64,junior high,5100,no
5,male,programmer,AB,198,57,junior high,800,no
62,male,salesman,O,191,57,university,3300,no
75,female,scientest,O,157,59,university,7600,no
71,male,scientest,B,189,52,doctor,11,no
76,third,singer,B,198,89,doctor,7700,no
15,third,teacher,O,182,66,senior high,68,no
50,female,student,B,166,92,university,99,no
86,male,engineer,O,155,52,doctor,1200,no
66,male,teacher,B,147,47,senior high,28,no
7,third,neet,O,177,51,doctor,8500,no
1,female,student,O,146,70,doctor,900,no
10,third,neet,O,157,77,junior high,4300,no
94,third,salesman,O,149,62,doctor,5900,no
16,male,student,AB,162,71,primary,4700,no
70,third,scientest,A,151,89,senior high,27,no
34,female,programmer,A,176,63,master,53,yes
38,male,scientest,AB,143,48,master,670,yes
88,male,chef,B,141,71,senior high,670,no
64,female,student,B,166,45,master,550,no
25,third,singer,A,141,84,university,62,no
12,male,chef,A,166,59,primary,4500,no
85,female,programmer,AB,193,69,senior high,5300,no
49,third,teacher,AB,140,62,doctor,1,no
3,third,scientest,O,166,64,doctor,23,no
29,third,scientest,B,188,99,university,2700,no
82,third,singer,B,153,64,primary,5500,no
62,female,chef,O,181,88,senior high,3500,no
62,female,scientest,O,151,90,university,9700,no
48,female,salesman,O,186,59,senior high,100,no
61,third,teacher,AB,190,77,junior high,100,no
92,male,scientest,A,145,61,master,210,no
97,third,salesman,A,182,77,primary,6600,no
66,male,student,A,182,75,doctor,810,no
66,third,singer,O,167,79,doctor,47,no
3,male,teacher,A,193,78,university,14,no
68,female,salesman,B,167,69,doctor,50,no
16,female,engineer,O,168,87,university,4200,yes
30,female,neet,A,159,72,university,82,no
44,male,neet,O,164,67,senior high,670,no
64,third,programmer,A,160,67,primary,100,no
5,third,neet,B,174,83,master,2300,no
15,male,programmer,A,159,48,senior high,710,no
23,male,programmer,O,181,76,master,7500,yes
70,male,singer,A,171,45,university,9700,no
60,male,chef,A,186,46,senior high,80,no
21,third,engineer,B,171,96,junior high,15,no
6,third,chef,B,154,63,university,44,no
34,third,chef,AB,166,62,university,80,yes
61,third,student,AB,156,74,university,50,no
81,third,chef,AB,185,94,master,63,no
75,male,scientest,A,158,65,senior high,15,no
43,male,neet,B,196,72,senior high,1100,no
67,female,engineer,B,189,39,junior high,20,no
64,male,teacher,AB,157,67,junior high,3600,no
72,male,singer,AB,191,37,senior high,3200,no
37,third,scientest,B,147,76,university,9800,no
63,third,neet,O,189,53,senior high,48,no
70,male,salesman,O,173,97,doctor,1,no
63,third,scientest,A,162,67,junior high,5300,no
26,third,singer,A,159,53,senior high,37,no
22,third,programmer,B,184,60,senior high,290,no
32,third,chef,A,174,66,junior high,58,yes
10,third,engineer,B,148,41,primary,8100,no
28,female,neet,AB,163,42,senior high,5200,no
95,third,neet,AB,188,40,junior high,10,no
22,female,student,AB,199,90,university,830,no
98,third,programmer,O,186,53,primary,96,no
15,male,chef,B,166,87,primary,8200,no
84,third,student,O,180,86,doctor,730,no
56,third,student,O,170,84,junior high,11,no
91,male,singer,A,194,98,master,95,no
47,female,chef,O,144,77,university,44,yes
88,female,chef,B,141,80,junior high,190,no
63,male,student,A,144,49,junior high,4100,no
42,female,singer,AB,188,84,university,280,no
17,male,scientest,AB,168,95,primary,120,no
98,third,singer,O,194,46,master,8600,no
15,third,engineer,A,194,41,master,29,no
91,female,programmer,A,178,67,university,780,no
25,male,chef,A,175,90,master,50,yes
86,male,teacher,O,188,88,university,310,no
2,female,chef,B,186,75,senior high,91,no
50,male,student,O,190,54,university,60,no
53,male,salesman,A,189,41,junior high,8600,no
7,male,student,AB,162,51,senior high,890,no
43,third,student,O,165,41,doctor,80,no
5,male,student,A,146,72,junior high,6800,no
14,third,programmer,O,192,69,doctor,1700,no
80,female,student,O,143,53,junior high,200,no
20,third,student,A,171,65,senior high,67,no
28,male,neet,O,192,93,primary,500,yes
2,third,singer,AB,180,84,senior high,890,no
50,female,student,AB,180,63,junior high,4600,no
8,male,chef,AB,178,66,senior high,120,no
43,male,engineer,AB,144,42,doctor,8100,yes
39,male,neet,B,145,71,doctor,6000,no
33,third,singer,A,160,98,senior high,57,no
83,female,neet,B,165,52,university,22,no
41,third,student,AB,180,42,primary,7,no
68,third,engineer,A,159,39,primary,340,no
60,third,scientest,B,143,75,university,2700,no
14,male,neet,A,198,53,primary,320,no
27,third,student,B,144,98,doctor,1500,no
89,female,neet,AB,161,96,primary,5700,no
64,male,programmer,AB,171,71,doctor,640,no
20,male,student,O,174,99,doctor,580,yes
2,third,chef,AB,140,58,senior high,62,no
84,male,salesman,B,190,47,doctor,400,no
46,female,singer,AB,146,72,university,7700,no
23,male,singer,B,155,51,primary,920,no
93,third,chef,O,168,48,master,29,no
5,third,scientest,B,197,83,doctor,130,no
90,third,engineer,AB,165,74,doctor,1000,no
80,male,engineer,O,190,64,master,130,no
22,third,student,A,174,43,junior high,20,no
24,male,engineer,AB,184,53,master,5800,yes
34,third,student,B,198,91,university,900,no
15,male,neet,O,187,83,junior high,280,no
82,female,chef,B,179,72,university,8100,no
30,female,scientest,AB,171,38,university,1800,no
95,female,engineer,O,157,54,university,330,no
50,female,singer,B,184,75,university,3900,no
42,male,programmer,O,161,66,master,9,yes
58,male,singer,A,187,91,primary,260,no
23,third,programmer,O,176,47,primary,14,yes
52,male,scientest,A,143,36,primary,66,no
58,female,programmer,AB,158,98,master,41,no
89,female,teacher,B,163,51,primary,470,no
15,male,chef,B,191,51,junior high,330,no
24,male,neet,B,148,73,junior high,3900,no
80,third,teacher,O,191,47,doctor,520,no
51,third,scientest,A,184,35,doctor,1800,no
29,female,salesman,B,143,82,university,940,no
77,male,neet,AB,171,90,master,880,no
11,female,scientest,AB,154,90,primary,5800,no
67,third,neet,O,192,89,doctor,880,no
57,male,salesman,A,153,36,senior high,31,no
45,male,neet,O,146,50,primary,290,no
62,third,student,AB,146,89,junior high,17,no
41,female,programmer,O,155,39,senior high,39,no
39,third,programmer,B,142,45,doctor,28,yes
92,third,student,B,168,64,university,72,no
66,male,programmer,AB,181,66,university,500,no
63,third,programmer,B,163,51,doctor,400,no
84,male,neet,O,173,79,primary,6200,no
21,male,programmer,B,171,74,senior high,3500,no
81,third,chef,O,193,77,university,660,no
94,third,student,AB,169,64,master,1100,no
30,third,scientest,A,181,84,primary,82,no
32,female,salesman,B,160,59,junior high,8300,no
67,male,chef,A,197,93,university,510,no
63,third,scientest,B,179,41,senior high,4200,no
19,third,chef,A,164,92,university,8300,yes
8,male,chef,O,162,97,doctor,8200,no
77,male,singer,A,168,60,senior high,200,no
48,third,chef,AB,190,38,university,8900,yes
37,female,student,B,141,69,junior high,5800,no
71,third,student,AB,198,60,doctor,6800,no
28,third,singer,B,181,69,senior high,550,no
75,third,chef,AB,186,65,junior high,3500,no
11,third,student,O,178,83,university,51,no
40,female,singer,AB,181,60,senior high,3900,no
89,third,teacher,O,195,86,primary,460,no
57,female,programmer,O,157,52,primary,450,no
0,male,student,B,194,87,university,64,no
82,female,student,AB,141,77,junior high,6300,no
80,female,scientest,O,146,57,doctor,3000,no
11,female,chef,O,168,63,junior high,23,no
2,male,teacher,O,176,96,junior high,7000,no
97,male,singer,A,142,59,senior high,2400,no
81,male,singer,AB,158,65,junior high,3,no
4,female,singer,O,145,90,senior high,440,no
18,third,engineer,O,149,91,junior high,940,yes
25,female,teacher,O,140,69,university,8400,yes
43,male,programmer,A,179,64,doctor,850,yes
18,male,engineer,AB,182,46,university,700,no
90,female,student,AB,197,69,master,84,no
24,third,chef,AB,160,80,senior high,3200,yes
14,female,engineer,AB,196,70,doctor,810,no
84,male,neet,A,146,56,junior high,560,no
99,male,engineer,A,187,51,primary,970,no
91,third,salesman,B,193,50,doctor,29,no
59,third,chef,B,140,55,primary,300,no
38,female,teacher,AB,184,40,junior high,160,no
54,male,teacher,AB,141,68,master,750,no
13,male,singer,O,181,69,primary,30,no
95,male,programmer,AB,193,72,junior high,8500,no
97,female,salesman,O,147,39,doctor,600,no
50,female,programmer,O,196,99,doctor,8400,yes
67,male,salesman,AB,159,44,doctor,4400,no
62,male,salesman,AB,158,67,junior high,210,no
45,female,engineer,A,176,76,senior high,4100,no
21,third,programmer,A,161,44,doctor,7900,no
16,third,teacher,B,180,53,senior high,720,no
91,female,neet,AB,176,59,university,40,no
89,female,scientest,B,160,45,senior high,90,no
5,male,teacher,B,178,44,master,60,no
8,female,chef,O,196,78,primary,8100,no
42,third,neet,A,171,73,primary,160,no
95,third,programmer,A,150,66,doctor,1400,no
81,third,student,A,174,78,junior high,710,no
52,third,teacher,O,151,94,master,77,no
40,male,scientest,B,188,65,senior high,7100,no
99,third,chef,B,148,77,doctor,1600,no
76,third,teacher,AB,153,73,senior high,7500,no
8,male,salesman,B,154,78,junior high,58,no
43,male,neet,AB,161,76,primary,49,no
64,third,teacher,O,160,84,university,55,no
3,female,engineer,A,193,47,university,6600,no
28,female,salesman,B,199,60,university,1000,no
12,male,programmer,O,175,44,doctor,36,yes
15,female,chef,AB,169,43,junior high,160,yes
22,female,scientest,B,177,38,primary,570,no
99,female,scientest,AB,185,63,senior high,800,no
57,third,chef,O,164,45,primary,17,no
8,male,salesman,A,160,81,master,100,no
96,female,programmer,B,194,62,university,84,no
73,male,singer,A,174,38,primary,24,no
37,female,teacher,A,193,56,doctor,670,no
82,third,engineer,A,176,99,university,77,no
27,female,student,O,164,50,senior high,120,yes
67,male,programmer,O,154,77,doctor,7000,no
35,male,student,A,183,52,junior high,14,no
97,male,scientest,B,194,44,university,800,no
95,female,teacher,AB,141,87,master,100,no
5,third,engineer,B,185,38,junior high,33,no
83,male,student,B,164,58,primary,70,no
23,third,student,O,169,44,senior high,9100,yes
60,female,chef,O,184,94,senior high,730,no
63,third,engineer,B,179,41,primary,73,no
24,male,engineer,AB,190,63,master,440,yes
73,third,salesman,B,185,58,doctor,88,no
78,third,neet,A,174,84,senior high,700,no
13,male,engineer,O,170,65,senior high,90,no
52,female,student,AB,160,43,primary,230,no
77,male,chef,B,147,97,master,7400,no
89,third,salesman,B,162,58,master,280,no
35,male,neet,A,192,41,doctor,1000,no
24,third,chef,AB,185,61,doctor,580,yes
88,third,singer,B,198,76,senior high,9000,no
32,female,engineer,A,160,72,senior high,510,no
13,third,engineer,A,165,45,master,83,no
25,female,singer,O,142,39,university,50,yes
95,male,singer,B,146,57,university,180,no
18,female,scientest,B,191,75,junior high,8200,no
55,female,scientest,O,189,72,senior high,190,no
24,third,programmer,A,162,37,senior high,55,no
90,male,engineer,A,165,58,senior high,3000,no
82,male,salesman,A,143,68,junior high,320,no
48,male,teacher,AB,149,66,junior high,520,no
26,male,neet,AB,180,72,master,1900,no
27,female,singer,AB,168,54,primary,1300,no
85,third,chef,AB,170,80,primary,970,no
99,male,student,AB,171,54,primary,800,no
82,male,salesman,A,178,44,doctor,550,no
34,male,programmer,B,156,51,doctor,24,yes
31,female,neet,O,180,48,doctor,90,yes
69,female,teacher,A,187,94,doctor,380,no
92,female,programmer,O,190,47,university,6800,no
22,third,student,AB,153,38,doctor,8700,no
14,male,engineer,AB,194,96,university,56,no
33,female,salesman,O,157,90,senior high,41,yes
44,female,chef,O,196,73,university,600,yes
64,male,neet,A,198,62,master,84,no
82,third,chef,O,156,93,master,5700,no
87,male,salesman,AB,165,87,junior high,570,no
11,male,neet,O,195,67,doctor,87,no
72,female,student,O,156,80,junior high,1800,no
12,third,singer,AB,143,84,university,9900,no
42,female,teacher,AB,154,46,junior high,5300,no
59,third,salesman,AB,168,37,primary,39,no
44,third,teacher,AB,199,37,senior high,5200,no
46,third,salesman,B,193,36,senior high,45,no
2,female,engineer,AB,192,88,university,700,no
87,female,scientest,AB,185,99,master,310,no
87,third,neet,AB,187,98,university,90,no
25,third,engineer,A,140,98,doctor,840,yes
82,third,chef,AB,162,54,university,700,no
31,male,teacher,B,158,50,junior high,550,no
73,female,programmer,O,174,77,primary,580,no
78,third,student,AB,182,98,senior high,92,no
80,male,student,O,180,35,doctor,87,no
37,male,neet,B,189,49,senior high,980,no
39,third,neet,AB,174,64,senior high,34,no
6,female,singer,AB,169,87,university,10,no
35,male,student,B,164,53,university,200,no
90,third,engineer,O,174,84,junior high,8400,no
92,female,engineer,AB,199,86,primary,95,no
73,male,singer,O,194,75,junior high,530,no
41,female,teacher,A,187,41,university,8100,no
23,female,engineer,O,165,83,university,5,yes
46,male,teacher,O,152,56,junior high,8700,no
71,third,neet,O,148,61,university,640,no
54,female,salesman,AB,185,37,senior high,14,no
6,female,neet,A,195,36,primary,7200,no
88,female,engineer,A,143,84,master,6000,no
42,third,teacher,AB,193,62,university,900,no
6,third,scientest,B,185,89,master,10,no
42,male,programmer,A,147,66,primary,420,no
83,female,chef,A,182,57,primary,160,no
26,male,teacher,AB,142,79,university,3100,no
2,female,chef,A,140,78,doctor,2000,no
26,female,engineer,B,151,79,university,77,no
98,male,programmer,B,169,74,doctor,14,no
28,male,engineer,A,159,89,university,4800,no
12,female,chef,A,192,41,doctor,7600,yes
40,female,student,AB,155,69,junior high,630,no
41,third,salesman,AB,169,40,doctor,94,no
16,male,salesman,B,159,56,doctor,7600,no
83,female,chef,B,156,40,master,750,no
62,male,chef,AB,150,37,senior high,3200,no
30,third,chef,B,188,36,primary,7000,yes
81,male,singer,B,186,66,senior high,6300,no
20,third,singer,A,197,60,junior high,1100,no
63,male,singer,AB,173,57,doctor,240,no
57,female,teacher,B,158,99,doctor,2800,no
11,third,teacher,AB,175,93,doctor,9,no
69,female,engineer,O,196,79,senior high,18,no
34,male,salesman,O,196,60,junior high,3300,yes
77,female,neet,AB,161,35,university,35,no
14,female,programmer,AB,145,35,junior high,59,yes
65,third,scientest,B,182,84,primary,180,no
4,female,engineer,A,190,98,university,9300,no
17,female,programmer,AB,153,81,master,57,no
61,male,scientest,B,166,75,primary,160,no
65,female,scientest,O,177,77,master,34,no
22,third,chef,O,161,49,junior high,61,yes
79,third,student,AB,179,46,doctor,31,no
11,male,programmer,B,157,85,senior high,30,no
64,third,scientest,O,181,49,master,110,no
43,female,engineer,B,197,86,master,220,yes
53,female,salesman,AB,153,39,university,8000,no
64,third,teacher,A,150,39,primary,2300,no
13,male,scientest,O,162,69,doctor,690,no
23,female,singer,A,184,51,master,6500,no
79,female,engineer,O,145,39,senior high,71,no
98,female,singer,O,144,46,junior high,1200,no
1,male,singer,B,149,99,senior high,88,no
25,male,engineer,B,147,41,primary,640,no
20,third,programmer,A,161,99,senior high,5100,no
40,third,engineer,B,187,84,junior high,320,no
65,female,teacher,B,162,83,senior high,940,no
52,third,neet,B,197,67,master,190,no
81,male,programmer,A,172,83,doctor,140,no
97,female,student,O,156,62,senior high,3200,no
22,female,singer,A,159,86,doctor,80,no
39,male,singer,A,190,62,senior high,100,no
3,third,singer,AB,172,51,senior high,1200,no
56,male,teacher,O,187,52,senior high,4600,no
4,third,singer,O,176,76,master,5500,no
18,female,salesman,A,162,71,university,15,no
94,third,engineer,AB,174,71,university,18,no
2,female,student,A,165,74,university,66,no
34,female,engineer,AB,197,64,master,2300,yes
35,female,student,O,148,73,master,41,yes
50,female,teacher,B,160,81,doctor,300,no
90,male,scientest,AB,193,60,primary,70,no
90,male,teacher,B,143,78,master,9600,no
14,female,teacher,B,166,70,junior high,590,no
96,female,neet,AB,165,97,primary,28,no
59,male,engineer,A,197,36,doctor,6400,no
6,male,salesman,A,156,50,junior high,38,no
93,third,scientest,B,187,68,master,690,no
32,third,teacher,AB,141,76,senior high,5500,no
99,third,engineer,A,166,95,senior high,6400,no
72,third,student,O,192,84,primary,100,no
68,female,programmer,B,149,54,university,34,no
94,male,programmer,A,184,59,junior high,5300,no
79,female,neet,AB,161,55,master,970,no
29,third,singer,A,174,65,junior high,11,no
29,third,singer,B,185,87,doctor,300,no
50,male,student,A,142,56,master,700,no
50,female,programmer,O,178,72,doctor,3800,yes
49,third,chef,AB,163,56,master,140,yes
24,third,neet,O,153,77,junior high,720,yes
73,female,programmer,A,156,50,master,36,no
33,third,teacher,AB,150,57,senior high,8600,no
17,male,teacher,A,183,83,senior high,84,no
38,female,salesman,AB,155,99,master,4200,no
16,third,neet,B,157,60,doctor,460,no
96,female,chef,O,146,95,master,19,no
5,third,student,AB,170,97,senior high,180,no
84,male,student,O,157,64,master,2,no
84,male,student,AB,164,62,master,6900,no
34,female,scientest,AB,182,78,master,17,yes
28,male,teacher,A,160,72,junior high,8000,no
72,female,chef,A,188,86,master,5,no
21,third,student,B,169,94,junior high,860,no
31,third,engineer,B,149,45,doctor,79,yes
60,female,scientest,AB,187,64,university,1800,no
25,third,singer,O,182,76,master,9900,yes
55,female,singer,B,158,81,junior high,34,no
26,female,engineer,O,194,78,master,15,yes
48,female,engineer,AB,198,91,master,70,yes
85,male,teacher,O,188,92,master,7200,no
61,male,chef,O,167,38,doctor,300,no
67,male,student,B,142,75,junior high,300,no
14,male,scientest,O,186,76,master,100,no
0,female,teacher,B,144,64,primary,15,no
32,female,neet,A,178,77,university,61,no
51,third,engineer,AB,165,53,senior high,97,no
37,third,scientest,B,192,87,doctor,380,yes
