Age,Gender,Occupations,Blood group,Height,Weight,Education,Revenue,Choosed
55,female,neet,AB,175,41,primary,23,no
39,female,salesman,B,146,63,university,52,no
70,male,chef,O,166,67,university,1200,no
11,female,neet,AB,159,48,doctor,960,no
26,third,scientest,A,155,74,university,10,no
88,female,chef,A,158,66,doctor,9200,no
58,male,neet,B,185,56,master,62,no
76,third,singer,O,177,85,junior high,140,no
24,third,neet,B,199,65,junior high,2600,no
88,third,singer,AB,182,87,master,800,no
11,male,scientest,B,151,92,university,3500,no
6,male,neet,O,189,80,junior high,23,no
32,female,student,A,147,71,master,560,no
98,third,student,O,141,44,junior high,47,no
76,female,engineer,AB,195,77,master,49,no
38,third,singer,A,193,60,junior high,960,no
82,female,salesman,A,144,82,junior high,690,no
99,male,engineer,O,141,46,senior high,4300,no
2,male,teacher,O,152,55,master,7400,no
98,female,salesman,A,193,60,master,470,no
6,male,salesman,B,193,97,master,1000,no
7,male,salesman,O,198,65,primary,9200,no
53,third,singer,B,174,62,senior high,38,no
96,female,neet,A,184,94,master,47,no
49,male,programmer,AB,191,75,university,100,no
93,female,engineer,B,181,69,junior high,9000,no
45,female,chef,O,199,79,senior high,43,yes
25,male,teacher,B,154,99,junior high,7500,no
42,male,teacher,AB,166,62,junior high,730,no
61,third,chef,B,144,68,senior high,250,no
40,female,programmer,O,198,66,university,3000,yes
89,female,chef,A,190,72,university,2700,no
89,female,salesman,O,160,93,primary,30,no
86,male,teacher,B,153,74,doctor,4,no
46,female,scientest,AB,173,52,senior high,220,no
97,third,salesman,A,188,79,master,41,no
36,female,neet,AB,154,74,primary,240,no
8,male,student,A,178,93,university,630,no
56,male,student,A,192,51,master,800,no
23,male,neet,A,180,54,senior high,10,no
86,female,neet,B,164,39,university,240,no
23,third,teacher,A,162,87,junior high,8500,no
89,third,engineer,A,197,82,university,82,no
48,male,student,B,142,98,doctor,5700,no
92,female,programmer,O,165,54,doctor,9300,no
34,male,chef,AB,170,52,master,6300,yes
0,female,scientest,AB,181,37,senior high,6000,no
33,third,neet,A,182,92,junior high,9400,no
23,third,singer,AB,159,45,university,4600,no
33,third,chef,A,188,69,university,230,yes
10,male,singer,AB,191,51,master,2900,no
43,female,salesman,O,192,51,primary,13,no
57,third,teacher,O,152,66,junior high,7,no
94,male,teacher,A,147,66,junior high,63,no
96,third,singer,B,159,36,senior high,68,no
61,male,teacher,A,155,86,junior high,93,no
41,male,programmer,AB,193,71,primary,360,no
62,female,singer,AB,154,98,junior high,75,no
12,male,student,AB,178,46,senior high,89,yes
53,male,chef,AB,183,87,doctor,80,no
48,male,singer,A,145,54,primary,4300,no
27,female,salesman,B,194,94,doctor,2100,no
64,male,salesman,O,191,80,doctor,49,no
13,male,student,O,144,45,university,660,no
39,female,engineer,O,147,91,primary,2100,yes
59,male,singer,B,160,50,master,11,no
61,male,chef,AB,179,46,junior high,4600,no
6,male,teacher,A,177,37,junior high,75,no
12,third,teacher,O,176,36,doctor,2600,no
45,male,teacher,AB,143,73,university,40,no
41,third,engineer,A,170,62,junior high,95,no
17,female,chef,A,156,72,senior high,6300,no
55,third,neet,AB,185,64,senior high,22,no
89,male,scientest,A,177,96,doctor,890,no
46,female,programmer,B,163,78,doctor,490,yes
19,male,salesman,AB,144,90,senior high,400,no
2,male,singer,AB,146,95,university,32,no
59,male,chef,B,171,38,doctor,10000,no
91,third,neet,B,161,71,senior high,4000,no
66,third,chef,O,174,70,primary,1600,no
34,third,teacher,AB,191,56,master,560,no
93,female,engineer,A,191,60,primary,460,no
90,third,engineer,AB,176,35,doctor,49,no
96,third,salesman,B,188,75,doctor,230,no
59,female,teacher,O,185,71,doctor,310,no
53,female,salesman,O,182,91,master,78,no
59,male,salesman,AB,168,57,master,700,no
38,female,programmer,O,150,72,master,330,yes
9,third,teacher,A,191,79,primary,3,no
22,female,programmer,A,179,67,university,61,no
59,female,chef,AB,166,69,junior high,16,no
6,female,engineer,B,197,37,primary,440,no
87,male,chef,AB,172,91,doctor,30,no
89,male,teacher,B,142,81,primary,750,no
94,female,chef,B,147,66,doctor,82,no
41,third,neet,B,156,84,master,7400,no
49,male,neet,B,158,90,primary,6300,no
19,female,neet,AB,162,66,master,10000,no
16,female,singer,O,183,57,master,9600,yes
31,third,salesman,B,169,95,primary,10000,no
43,third,salesman,B,156,62,primary,6500,no
39,third,scientest,A,153,87,junior high,870,no
41,third,teacher,AB,158,86,doctor,640,no
22,third,chef,AB,195,99,junior high,7500,yes
39,third,neet,AB,173,62,senior high,9400,no
36,third,salesman,AB,190,97,university,740,no
92,male,programmer,B,157,88,primary,88,no
75,third,programmer,A,142,85,junior high,270,no
64,male,singer,B,174,73,junior high,440,no
33,female,scientest,AB,170,52,primary,95,no
26,third,student,A,195,87,junior high,9900,no
57,female,scientest,B,150,86,university,10,no
47,female,student,O,144,81,junior high,74,no
81,female,student,AB,142,37,doctor,42,no
22,male,chef,O,190,74,doctor,7300,yes
92,female,singer,A,158,99,primary,3700,no
15,third,salesman,B,165,60,primary,30,no
40,third,engineer,O,172,52,master,99,yes
15,female,chef,A,146,95,primary,240,no
91,third,teacher,O,159,75,junior high,480,no
25,female,neet,B,180,88,senior high,640,no
45,female,salesman,A,194,90,senior high,310,no
34,third,scientest,AB,173,61,junior high,7300,no
0,third,programmer,AB,174,58,doctor,3200,no
53,male,scientest,O,142,43,master,58,no
84,male,singer,A,157,40,senior high,62,no
17,third,salesman,A,159,84,university,23,no
3,third,teacher,AB,150,90,master,580,no
8,female,engineer,A,158,88,junior high,96,no
71,female,programmer,A,147,75,junior high,290,no
1,female,engineer,B,146,81,university,5700,no
77,third,chef,B,159,97,senior high,53,no
69,male,chef,A,180,49,master,10,no
90,female,scientest,A,192,60,senior high,59,no
99,female,chef,B,146,80,primary,900,no
50,female,singer,O,162,41,junior high,65,no
48,third,neet,AB,174,53,master,5400,no
41,third,student,B,180,66,doctor,4500,no
13,third,neet,AB,165,62,junior high,420,no
53,male,engineer,A,192,64,master,270,no
91,male,chef,O,148,60,doctor,990,no
59,male,programmer,B,187,99,university,520,no
13,female,neet,B,194,88,primary,59,no
21,female,singer,O,179,57,senior high,20,yes
17,third,neet,AB,186,66,junior high,480,no
90,male,scientest,O,183,71,junior high,60,no
35,third,scientest,A,166,43,primary,3600,no
60,third,scientest,A,153,67,junior high,310,no
51,male,student,O,198,67,university,6400,no
76,third,programmer,AB,152,64,master,50,no
27,female,salesman,O,176,88,junior high,69,yes
93,third,singer,B,142,38,university,8900,no
68,male,chef,A,151,57,senior high,910,no
52,third,salesman,B,170,75,primary,45,no
45,female,programmer,B,188,52,senior high,32,no
63,third,salesman,AB,147,79,primary,4600,no
78,male,neet,B,144,90,doctor,67,no
22,third,teacher,B,164,67,primary,6900,no
24,third,student,O,195,55,senior high,1700,yes
96,male,teacher,AB,145,40,university,10000,no
67,third,singer,A,189,89,master,260,no
11,female,chef,O,196,57,master,31,no
74,female,salesman,A,196,94,senior high,7500,no
99,male,student,B,157,66,senior high,4300,no
49,female,chef,O,189,53,primary,1500,yes
9,female,teacher,B,177,86,senior high,980,no
70,male,engineer,O,148,98,university,8300,no
10,male,scientest,O,177,41,university,260,yes
39,third,salesman,O,153,83,university,400,yes
78,third,programmer,A,178,44,primary,250,no
43,third,engineer,B,145,41,university,10,no
7,third,teacher,B,152,95,university,8700,no
43,third,scientest,A,184,85,doctor,2400,yes
34,female,neet,A,162,89,primary,290,no
58,female,teacher,A,151,82,doctor,3600,no
51,male,engineer,O,152,36,master,790,no
47,third,engineer,O,142,52,junior high,800,no
78,female,engineer,A,164,91,doctor,57,no
29,male,singer,B,186,58,university,6500,no
73,female,scientest,O,172,74,doctor,6,no
25,female,neet,O,183,83,university,5100,yes
70,female,scientest,AB,177,56,doctor,620,no
92,third,singer,A,182,36,junior high,220,no
70,female,chef,O,176,98,university,120,no
58,male,engineer,O,142,60,university,4900,no
37,male,singer,A,168,88,university,290,no
98,male,singer,O,182,37,junior high,44,no
59,third,neet,AB,148,73,master,85,no
25,female,singer,B,180,83,junior high,650,no
23,female,scientest,B,191,73,university,5,no
60,third,programmer,O,161,42,senior high,9200,no
48,male,programmer,O,150,56,doctor,170,yes
75,third,scientest,AB,164,94,primary,7700,no
46,female,student,AB,193,97,junior high,87,no
79,female,student,B,176,50,primary,4200,no
64,third,teacher,B,199,57,junior high,89,no
36,third,engineer,B,196,39,university,79,no
45,female,singer,AB,172,85,university,870,no
68,female,singer,AB,187,76,university,62,no
13,female,programmer,B,192,43,senior high,9500,yes
19,male,chef,AB,148,87,master,770,yes
16,third,programmer,O,188,84,doctor,8300,yes
80,female,scientest,O,189,54,doctor,97,no
1,third,engineer,O,186,53,university,4400,no
51,third,neet,B,151,79,junior high,23,no
82,male,chef,AB,174,99,university,810,no
0,female,singer,O,194,85,senior high,640,no
95,third,neet,O,150,77,master,27,no
46,male,salesman,B,165,88,senior high,41,no
6,female,neet,A,170,76,junior high,79,no
87,female,engineer,AB,179,90,master,62,no
14,third,programmer,B,197,94,primary,380,no
87,female,teacher,B,190,97,junior high,87,no
42,third,neet,AB,158,88,master,200,no
32,third,neet,B,189,79,senior high,59,no
97,third,programmer,O,169,56,master,4400,no
5,third,neet,AB,189,85,primary,640,no
44,third,neet,A,146,40,senior high,4200,no
83,male,salesman,O,142,40,primary,820,no
39,male,chef,A,177,87,junior high,5400,yes
56,third,scientest,AB,184,46,senior high,480,no
30,female,salesman,AB,174,83,junior high,930,no
81,third,neet,AB,172,47,primary,52,no
22,female,neet,A,157,73,junior high,5400,no
59,male,student,A,152,83,doctor,520,no
54,female,singer,B,184,67,master,76,no
99,male,scientest,A,160,91,university,3000,no
47,third,salesman,A,184,97,university,120,no
16,male,engineer,B,148,86,master,13,no
86,male,singer,AB,153,69,master,560,no
80,female,engineer,AB,169,63,university,2200,no
97,male,teacher,B,142,78,primary,10000,no
95,male,scientest,AB,192,99,doctor,120,no
38,female,singer,B,157,61,senior high,8900,no
21,third,neet,O,153,78,senior high,5500,yes
86,female,neet,AB,176,65,senior high,7500,no
57,male,singer,AB,185,98,senior high,68,no
72,third,singer,O,173,85,senior high,86,no
46,female,programmer,B,159,86,university,29,no
24,male,programmer,B,197,56,primary,4000,no
96,male,chef,A,190,80,primary,70,no
53,male,engineer,B,172,53,senior high,890,no
27,third,scientest,O,195,93,university,80,yes
20,female,programmer,AB,150,88,doctor,68,no
35,female,singer,O,185,99,senior high,400,yes
56,female,teacher,A,164,48,senior high,760,no
61,female,student,O,149,52,doctor,35,no
37,female,engineer,AB,176,67,senior high,370,no
37,female,chef,B,144,99,primary,790,yes
58,male,singer,AB,184,62,master,5400,no
25,male,neet,A,164,68,junior high,1900,no
18,male,engineer,A,152,84,doctor,420,no
51,third,scientest,O,195,69,university,50,no
46,third,salesman,A,195,48,primary,70,no
51,third,singer,B,159,94,doctor,610,no
11,male,engineer,B,181,87,master,250,no
50,third,programmer,O,168,51,university,410,no
18,third,singer,AB,158,96,primary,100,no
67,male,chef,AB,163,96,junior high,7600,no
56,female,chef,B,184,40,primary,7300,no
93,third,chef,A,199,41,master,920,no
78,female,programmer,AB,145,53,junior high,9300,no
18,third,salesman,A,159,97,doctor,10,no
80,third,teacher,B,146,84,senior high,8500,no
69,male,engineer,A,143,55,primary,31,no
86,female,student,A,156,55,university,40,no
53,third,chef,A,174,89,primary,21,no
39,third,teacher,B,163,73,master,580,no
13,third,scientest,O,198,70,senior high,5300,no
26,third,student,AB,140,39,junior high,2300,no
54,third,salesman,AB,148,77,university,70,no
36,female,student,AB,198,77,master,87,no
46,female,scientest,B,158,60,master,8600,yes
52,third,chef,B,145,68,university,6700,no
32,female,scientest,A,168,71,doctor,8,yes
12,male,teacher,B,168,43,junior high,98,yes
92,male,singer,B,159,44,doctor,42,no
73,female,teacher,B,170,85,master,390,no
0,male,salesman,O,161,74,senior high,64,no
29,third,salesman,B,167,36,primary,8100,no
26,third,student,B,174,91,primary,8300,no
75,third,singer,A,158,82,doctor,950,no
17,female,teacher,A,159,57,senior high,3300,no
73,male,singer,AB,164,40,senior high,33,no
94,male,salesman,B,152,70,primary,970,no
4,third,salesman,A,197,43,senior high,820,no
53,female,neet,AB,151,81,university,39,no
78,male,singer,AB,156,95,master,6,no
71,third,teacher,AB,197,35,university,790,no
84,third,teacher,B,189,47,master,2600,no
16,third,engineer,AB,188,59,junior high,600,no
56,female,engineer,AB,195,45,university,5400,no
7,male,teacher,O,197,99,university,62,no
2,female,engineer,AB,173,83,primary,9700,no
94,third,programmer,B,168,60,doctor,3,no
28,third,singer,O,186,53,doctor,700,yes
21,male,programmer,AB,164,39,junior high,120,no
56,female,chef,A,182,60,senior high,86,no
71,female,scientest,AB,161,37,senior high,200,no
46,male,scientest,AB,192,37,junior high,43,no
14,male,singer,A,163,88,university,3900,no
78,third,scientest,AB,170,63,master,910,no
30,third,engineer,O,155,39,doctor,90,yes
97,male,engineer,O,142,70,doctor,9300,no
92,female,neet,B,155,86,master,490,no
92,third,teacher,A,193,37,master,2200,no
52,third,salesman,B,153,45,master,26,no
6,third,scientest,O,191,89,primary,75,no
14,female,teacher,A,146,84,doctor,550,no
3,male,neet,A,150,79,master,7800,no
1,female,scientest,B,171,54,doctor,490,no
1,male,student,AB,182,87,senior high,6300,no
48,third,neet,B,189,93,junior high,1600,no
20,female,singer,B,173,70,doctor,8000,no
78,third,chef,AB,162,72,master,800,no
83,male,student,B,189,89,doctor,17,no
98,female,student,B,163,46,primary,590,no
2,female,neet,AB,145,94,junior high,800,no
9,female,singer,B,164,98,junior high,250,no
73,third,singer,B,182,46,master,1000,no
48,male,engineer,AB,184,48,primary,81,no
43,male,chef,A,185,98,university,21,yes
89,third,engineer,AB,153,36,university,49,no
93,third,engineer,AB,141,88,junior high,2900,no
42,male,chef,AB,154,98,junior high,89,yes
43,female,neet,O,142,51,primary,23,no
52,third,chef,B,174,59,junior high,94,no
39,female,chef,A,193,98,doctor,99,yes
45,third,neet,A,187,89,primary,900,no
97,third,engineer,A,161,62,university,90,no
68,female,neet,AB,156,76,senior high,170,no
84,male,scientest,AB,159,68,university,40,no
71,third,singer,O,143,40,master,3600,no
65,third,programmer,B,186,65,junior high,360,no
25,female,neet,B,144,41,senior high,5400,no
22,third,programmer,O,199,50,master,99,yes
7,male,programmer,O,162,41,master,97,no
79,male,chef,AB,191,52,senior high,610,no
12,third,singer,O,142,48,master,320,no
5,male,salesman,AB,181,75,doctor,230,no
79,female,engineer,AB,171,62,master,840,no
10,third,neet,O,169,84,doctor,9200,no
57,male,programmer,A,166,78,university,8200,no
16,male,neet,A,185,90,junior high,4900,no
59,male,salesman,O,188,95,senior high,14,no
16,male,teacher,B,141,39,primary,40,no
6,male,programmer,A,142,76,doctor,66,no
41,male,engineer,AB,199,64,senior high,41,no
65,third,programmer,A,158,61,senior high,7400,no
10,male,chef,O,158,57,master,3500,no
19,third,teacher,A,189,70,junior high,190,no
36,female,singer,AB,196,73,junior high,3000,no
25,male,student,A,141,65,university,3500,no
90,male,neet,B,154,53,master,710,no
93,female,salesman,O,183,89,master,1600,no
61,female,programmer,A,163,42,primary,310,no
96,third,engineer,AB,169,64,university,860,no
63,third,singer,AB,143,82,doctor,8300,no
78,male,neet,B,180,42,junior high,330,no
6,third,programmer,AB,153,47,master,49,no
16,female,teacher,AB,163,77,doctor,64,no
75,female,scientest,O,151,47,doctor,380,no
73,female,scientest,AB,198,79,senior high,82,no
16,female,chef,O,158,75,university,4800,yes
54,third,scientest,A,149,55,senior high,40,no
50,male,student,B,186,83,senior high,44,no
92,third,teacher,B,153,97,master,250,no
66,female,programmer,AB,157,59,doctor,35,no
74,third,neet,O,158,38,university,7500,no
35,male,teacher,AB,154,82,master,260,no
13,male,engineer,A,140,90,doctor,530,no
40,female,scientest,AB,147,44,doctor,950,yes
49,male,teacher,A,194,87,senior high,1100,no
21,third,programmer,AB,144,60,university,660,no
50,third,salesman,AB,140,36,master,1300,no
47,third,scientest,A,189,74,junior high,200,no
25,female,teacher,B,172,85,primary,5800,no
51,female,neet,O,155,79,master,340,no
70,third,teacher,AB,141,78,primary,9700,no
77,male,engineer,AB,156,94,junior high,45,no
62,male,neet,B,181,59,university,600,no
47,female,salesman,A,189,72,junior high,3,no
73,third,neet,AB,165,35,senior high,4600,no
62,third,scientest,B,154,66,senior high,8100,no
64,third,neet,A,149,61,doctor,540,no
20,male,student,O,155,40,primary,4900,yes
5,female,programmer,B,163,78,senior high,50,no
87,female,teacher,B,184,65,primary,92,no
4,male,student,A,142,82,senior high,400,no
3,female,singer,A,164,57,primary,14,no
66,male,student,AB,158,68,university,340,no
65,third,engineer,O,173,83,primary,700,no
88,third,neet,B,158,79,primary,7400,no
13,third,teacher,A,184,36,master,7200,no
63,male,programmer,AB,187,44,university,730,no
43,third,scientest,A,161,75,senior high,650,no
28,female,neet,AB,173,63,primary,40,no
19,male,scientest,B,169,57,primary,8500,no
67,third,scientest,A,194,99,junior high,2200,no
87,male,neet,A,193,60,senior high,1400,no
73,third,teacher,O,199,92,doctor,890,no
44,third,teacher,A,145,85,senior high,90,no
73,male,neet,AB,159,71,junior high,3500,no
39,female,salesman,B,149,46,senior high,300,no
0,female,singer,A,167,51,primary,860,no
14,male,scientest,A,153,69,university,200,no
94,third,scientest,O,151,41,junior high,700,no
34,third,salesman,AB,158,99,primary,640,no
51,female,programmer,A,156,88,senior high,5600,no
17,third,chef,B,181,84,junior high,8700,no
5,female,neet,AB,155,75,university,900,no
38,male,student,B,153,95,primary,7200,no
11,male,engineer,O,169,41,junior high,600,yes
89,male,engineer,A,148,95,senior high,230,no
76,male,scientest,B,184,43,senior high,8500,no
2,third,chef,O,178,38,senior high,2,no
35,male,chef,A,173,49,master,320,yes
39,male,teacher,AB,172,51,doctor,3900,no
28,female,salesman,O,197,93,master,5800,yes
